Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
who,Americas,urban,Drinking water,2005,9.86716,67756146.9899,Basic service
who,Americas,total,Drinking water,2005,0.4534,3987551.35431,Limited service
who,Americas,rural,Drinking water,2005,1.37856,2657915.67861,Limited service
who,Americas,urban,Drinking water,2005,0.19363,1329635.69798,Limited service
who,Americas,total,Drinking water,2005,79.09519,695631788.03356,Safely managed service
who,Americas,rural,Drinking water,2005,46.03753,88762042.78331,Safely managed service
who,Americas,urban,Drinking water,2005,88.37696,606869735.30809,Safely managed service
who,Americas,total,Drinking water,2005,1.40823,12385165.84217,Surface water
who,Americas,rural,Drinking water,2005,5.61166,10819492.64383,Surface water
who,Americas,urban,Drinking water,2005,0.22801,1565673.36323,Surface water
who,Americas,total,Drinking water,2005,3.23476,28449280.04336,Unimproved
who,Americas,rural,Drinking water,2005,10.00358,19287262.58992,Unimproved
who,Americas,urban,Drinking water,2005,1.33424,9162025.3008,Unimproved
who,Americas,total,Drinking water,2006,15.90201,141448613.57134,Basic service
who,Americas,rural,Drinking water,2006,37.3736,72052144.56757,Basic service
who,Americas,urban,Drinking water,2006,9.96056,69396469.42597,Basic service
who,Americas,total,Drinking water,2006,0.43375,3858172.55625,Limited service
who,Americas,rural,Drinking water,2006,1.31772,2540421.09736,Limited service
who,Americas,urban,Drinking water,2006,0.18914,1317751.47889,Limited service
who,Americas,total,Drinking water,2006,79.24497,704885169.87299,Safely managed service
who,Americas,rural,Drinking water,2006,46.31302,89286347.17804,Safely managed service
who,Americas,urban,Drinking water,2006,88.35764,615598820.90063,Safely managed service
who,Americas,total,Drinking water,2006,1.35254,12030853.10184,Surface water
who,Americas,rural,Drinking water,2006,5.45304,10512845.89298,Surface water
who,Americas,urban,Drinking water,2006,0.21788,1518007.30781,Surface water
who,Americas,total,Drinking water,2006,3.06674,27278705.89847,Unimproved
who,Americas,rural,Drinking water,2006,9.54262,18397113.06587,Unimproved
who,Americas,urban,Drinking water,2006,1.27478,8881585.2027,Unimproved
who,Americas,total,Drinking water,2007,16.00077,143935315.95705,Basic service
who,Americas,rural,Drinking water,2007,37.78016,72810439.91131,Basic service
who,Americas,urban,Drinking water,2007,10.0625,71124877.97628,Basic service
who,Americas,total,Drinking water,2007,0.4139,3723215.46409,Limited service
who,Americas,rural,Drinking water,2007,1.25507,2418785.55109,Limited service
who,Americas,urban,Drinking water,2007,0.18455,1304429.94469,Limited service
who,Americas,total,Drinking water,2007,79.3873,714130552.20399,Safely managed service
who,Americas,rural,Drinking water,2007,46.58687,89782849.49691,Safely managed service
who,Americas,urban,Drinking water,2007,88.33052,624347721.37991,Safely managed service
who,Americas,total,Drinking water,2007,1.29704,11667527.62497,Surface water
who,Americas,rural,Drinking water,2007,5.29282,10200402.92201,Surface water
who,Americas,urban,Drinking water,2007,0.20756,1467124.71574,Surface water
who,Americas,total,Drinking water,2007,2.901,26095988.749,Unimproved
who,Americas,rural,Drinking water,2007,9.08507,17508869.96287,Unimproved
who,Americas,urban,Drinking water,2007,1.21488,8587119.50538,Unimproved
who,Americas,total,Drinking water,2008,16.08711,146326560.85999,Basic service
who,Americas,rural,Drinking water,2008,38.11132,73416216.83675,Basic service
who,Americas,urban,Drinking water,2008,10.16948,72910342.69433,Basic service
who,Americas,total,Drinking water,2008,0.39586,3600669.93208,Limited service
who,Americas,rural,Drinking water,2008,1.19844,2308630.22849,Limited service
who,Americas,urban,Drinking water,2008,0.18021,1292039.6806,Limited service
who,Americas,total,Drinking water,2008,79.53673,723457382.72273,Safely managed service
who,Americas,rural,Drinking water,2008,46.92605,90396594.25226,Safely managed service
who,Americas,urban,Drinking water,2008,88.29881,633060776.65498,Safely managed service
who,Americas,total,Drinking water,2008,1.24193,11296454.32042,Surface water
who,Americas,rural,Drinking water,2008,5.13072,9883618.04529,Surface water
who,Americas,urban,Drinking water,2008,0.19706,1412836.25342,Surface water
who,Americas,total,Drinking water,2008,2.73838,24908014.16569,Unimproved
who,Americas,rural,Drinking water,2008,8.63348,16631207.2034,Unimproved
who,Americas,urban,Drinking water,2008,1.15444,8276814.84067,Unimproved
who,Americas,total,Drinking water,2009,16.15967,148592969.39819,Basic service
who,Americas,rural,Drinking water,2009,38.38787,73906683.43929,Basic service
who,Americas,urban,Drinking water,2009,10.27316,74686285.78672,Basic service
who,Americas,total,Drinking water,2009,0.39299,3613629.74894,Limited service
who,Americas,rural,Drinking water,2009,1.19839,2307218.65226,Limited service
who,Americas,urban,Drinking water,2009,0.1797,1306411.0852,Limited service
who,Americas,total,Drinking water,2009,79.68119,732692408.13061,Safely managed service
who,Americas,rural,Drinking water,2009,47.25985,90987572.24101,Safely managed service
who,Americas,urban,Drinking water,2009,88.26705,641704839.127,Safely managed service
who,Americas,total,Drinking water,2009,1.18795,10923565.5126,Surface water
who,Americas,rural,Drinking water,2009,4.96957,9567718.77169,Surface water
who,Americas,urban,Drinking water,2009,0.1865,1355846.66651,Surface water
who,Americas,total,Drinking water,2009,2.57821,23707379.18058,Unimproved
who,Americas,rural,Drinking water,2009,8.18432,15756958.10576,Unimproved
who,Americas,urban,Drinking water,2009,1.09359,7950424.3443,Unimproved
who,Americas,total,Drinking water,2010,16.35718,152009589.79041,Basic service
who,Americas,rural,Drinking water,2010,38.71595,74473282.38733,Basic service
who,Americas,urban,Drinking water,2010,10.52116,77536307.00555,Basic service
who,Americas,total,Drinking water,2010,0.3904,3628067.5943,Limited service
who,Americas,rural,Drinking water,2010,1.19874,2305867.21125,Limited service
who,Americas,urban,Drinking water,2010,0.17941,1322200.36687,Limited service
who,Americas,total,Drinking water,2010,79.72733,740917236.79825,Safely managed service
who,Americas,rural,Drinking water,2010,47.65681,91671767.96734,Safely managed service
who,Americas,urban,Drinking water,2010,88.09828,649245470.45546,Safely managed service
who,Americas,total,Drinking water,2010,1.13439,10542023.92425,Surface water
who,Americas,rural,Drinking water,2010,4.80663,9245939.23414,Surface water
who,Americas,urban,Drinking water,2010,0.17587,1296084.60902,Surface water
who,Americas,total,Drinking water,2010,2.3907,22217101.8928,Unimproved
who,Americas,rural,Drinking water,2010,7.62187,14661295.50894,Unimproved
who,Americas,urban,Drinking water,2010,1.02527,7555804.97611,Unimproved
who,Americas,total,Drinking water,2011,16.55523,155442171.86619,Basic service
who,Americas,rural,Drinking water,2011,39.04379,75007105.60354,Basic service
who,Americas,urban,Drinking water,2011,10.77033,80435067.99098,Basic service
who,Americas,total,Drinking water,2011,0.388,3643083.22739,Limited service
who,Americas,rural,Drinking water,2011,1.19971,2304772.49947,Limited service
who,Americas,urban,Drinking water,2011,0.1792,1338310.77982,Limited service
who,Americas,total,Drinking water,2011,79.76942,748979652.86608,Safely managed service
who,Americas,rural,Drinking water,2011,48.05146,92311765.07777,Safely managed service
who,Americas,urban,Drinking water,2011,87.92847,656667890.78302,Safely managed service
who,Americas,total,Drinking water,2011,1.08125,10152209.39132,Surface water
who,Americas,rural,Drinking water,2011,4.64234,8918413.84552,Surface water
who,Americas,urban,Drinking water,2011,0.16521,1233795.73856,Surface water
who,Americas,total,Drinking water,2011,2.20609,20713695.64902,Unimproved
who,Americas,rural,Drinking water,2011,7.0627,13568162.2797,Unimproved
who,Americas,urban,Drinking water,2011,0.95679,7145535.71237,Unimproved
who,Americas,total,Drinking water,2012,16.75583,158911356.56032,Basic service
who,Americas,rural,Drinking water,2012,39.36989,75530622.28391,Basic service
who,Americas,urban,Drinking water,2012,11.02124,83380734.99826,Basic service
who,Americas,total,Drinking water,2012,0.38563,3657265.95334,Limited service
who,Americas,rural,Drinking water,2012,1.20104,2304183.03381,Limited service
who,Americas,urban,Drinking water,2012,0.17885,1353082.93774,Limited service
who,Americas,total,Drinking water,2012,79.80538,756869834.49852,Safely managed service
who,Americas,rural,Drinking water,2012,48.44767,92946234.25347,Safely managed service
who,Americas,urban,Drinking water,2012,87.75723,663923602.65133,Safely managed service
who,Americas,total,Drinking water,2012,1.0286,9755217.85226,Surface water
who,Americas,rural,Drinking water,2012,4.47567,8586508.22171,Surface water
who,Americas,urban,Drinking water,2012,0.15448,1168709.68997,Surface water
who,Americas,total,Drinking water,2012,2.02456,19200774.13652,Unimproved
who,Americas,rural,Drinking water,2012,6.50574,12481171.9741,Unimproved
who,Americas,urban,Drinking water,2012,0.88819,6719596.39494,Unimproved
who,Americas,total,Drinking water,2013,16.86769,161541365.45193,Basic service
who,Americas,rural,Drinking water,2013,39.25007,75177471.93358,Basic service
who,Americas,urban,Drinking water,2013,11.27227,86363893.86911,Basic service
who,Americas,total,Drinking water,2013,0.38267,3664856.33038,Limited service
who,Americas,rural,Drinking water,2013,1.20127,2300850.21073,Limited service
who,Americas,urban,Drinking water,2013,0.17803,1364006.12669,Limited service
who,Americas,total,Drinking water,2013,79.92173,765408067.10773,Safely managed service
who,Americas,rural,Drinking water,2013,49.26035,94350613.91829,Safely managed service
who,Americas,urban,Drinking water,2013,87.58683,671057455.49342,Safely managed service
who,Americas,total,Drinking water,2013,0.96699,9260821.92519,Surface water
who,Americas,rural,Drinking water,2013,4.2481,8136582.11365,Surface water
who,Americas,urban,Drinking water,2013,0.14674,1124239.82212,Surface water
who,Americas,total,Drinking water,2013,1.86092,17821990.18381,Unimproved
who,Americas,rural,Drinking water,2013,6.04021,11569099.67675,Unimproved
who,Americas,urban,Drinking water,2013,0.81613,6252887.86766,Unimproved
who,Americas,total,Drinking water,2014,16.97921,164160842.92104,Basic service
who,Americas,rural,Drinking water,2014,39.135,74811590.8003,Basic service
who,Americas,urban,Drinking water,2014,11.51895,89349253.33723,Basic service
who,Americas,total,Drinking water,2014,0.37871,3661499.90639,Limited service
who,Americas,rural,Drinking water,2014,1.19858,2291237.58756,Limited service
who,Americas,urban,Drinking water,2014,0.17665,1370262.35287,Limited service
who,Americas,total,Drinking water,2014,80.03644,773819965.88095,Safely managed service
who,Americas,rural,Drinking water,2014,50.06733,95710132.60778,Safely managed service
who,Americas,urban,Drinking water,2014,87.42228,678109836.13051,Safely managed service
who,Americas,total,Drinking water,2014,0.90193,8720204.82208,Surface water
who,Americas,rural,Drinking water,2014,4.02249,7689498.98137,Surface water
who,Americas,urban,Drinking water,2014,0.13288,1030705.94707,Surface water
who,Americas,total,Drinking water,2014,1.70371,16472025.46857,Unimproved
who,Americas,rural,Drinking water,2014,5.5766,10660397.3716,Unimproved
who,Americas,urban,Drinking water,2014,0.74924,5811625.93133,Unimproved
who,Americas,total,Drinking water,2015,17.08651,166730797.16617,Basic service
who,Americas,rural,Drinking water,2015,39.02452,74435039.8242,Basic service
who,Americas,urban,Drinking water,2015,11.75645,92295754.01107,Basic service
who,Americas,total,Drinking water,2015,0.37406,3650128.03517,Limited service
who,Americas,rural,Drinking water,2015,1.19531,2279917.41029,Limited service
who,Americas,urban,Drinking water,2015,0.17453,1370210.56041,Limited service
who,Americas,total,Drinking water,2015,80.15346,782140660.80126,Safely managed service
who,Americas,rural,Drinking water,2015,50.86661,97022548.40421,Safely managed service
who,Americas,urban,Drinking water,2015,87.26899,685118093.5484,Safely managed service
who,Americas,total,Drinking water,2015,0.80892,7893505.96397,Surface water
who,Americas,rural,Drinking water,2015,3.79794,7244149.68316,Surface water
who,Americas,urban,Drinking water,2015,0.08271,649356.17046,Surface water
who,Americas,total,Drinking water,2015,1.57704,15388852.03342,Unimproved
who,Americas,rural,Drinking water,2015,5.11563,9757507.95333,Unimproved
who,Americas,urban,Drinking water,2015,0.71731,5631355.68366,Unimproved
who,Americas,total,Drinking water,2016,17.18384,169191659.21706,Basic service
who,Americas,rural,Drinking water,2016,38.91793,74049377.65697,Basic service
who,Americas,urban,Drinking water,2016,11.97773,95142280.21095,Basic service
who,Americas,total,Drinking water,2016,0.36971,3640154.54357,Limited service
who,Americas,rural,Drinking water,2016,1.18853,2261420.9073,Limited service
who,Americas,urban,Drinking water,2016,0.17357,1378733.61125,Limited service
who,Americas,total,Drinking water,2016,80.25912,790229069.03089,Safely managed service
who,Americas,rural,Drinking water,2016,51.56474,98112546.00299,Safely managed service
who,Americas,urban,Drinking water,2016,87.13248,692116515.24375,Safely managed service
who,Americas,total,Drinking water,2016,0.74479,7333192.70222,Surface water
who,Americas,rural,Drinking water,2016,3.56874,6790264.11002,Surface water
who,Americas,urban,Drinking water,2016,0.06835,542928.55481,Surface water
who,Americas,total,Drinking water,2016,1.44253,14203152.50725,Unimproved
who,Americas,rural,Drinking water,2016,4.76006,9056995.93473,Unimproved
who,Americas,urban,Drinking water,2016,0.64786,5146162.24545,Unimproved
who,Americas,total,Drinking water,2017,17.29654,171791336.03794,Basic service
who,Americas,rural,Drinking water,2017,38.74482,73514262.88825,Basic service
who,Americas,urban,Drinking water,2017,12.23154,98277075.32958,Basic service
who,Americas,total,Drinking water,2017,0.34074,3384319.17985,Limited service
who,Americas,rural,Drinking water,2017,1.23589,2344968.43241,Limited service
who,Americas,urban,Drinking water,2017,0.12936,1039350.77196,Limited service
who,Americas,total,Drinking water,2017,80.3923,798466013.05878,Safely managed service
who,Americas,rural,Drinking water,2017,52.39997,99423476.9394,Safely managed service
who,Americas,urban,Drinking water,2017,87.00268,699042551.20345,Safely managed service
who,Americas,total,Drinking water,2017,0.70454,6997556.40505,Surface water
who,Americas,rural,Drinking water,2017,3.40869,6467624.81286,Surface water
who,Americas,urban,Drinking water,2017,0.06596,529931.61008,Surface water
who,Americas,total,Drinking water,2017,1.26587,12572822.61939,Unimproved
who,Americas,rural,Drinking water,2017,4.21063,7989239.19307,Unimproved
who,Americas,urban,Drinking water,2017,0.57047,4583565.79074,Unimproved
who,Americas,total,Drinking water,2018,17.37583,174047035.78483,Basic service
who,Americas,rural,Drinking water,2018,38.63463,73074848.10263,Basic service
who,Americas,urban,Drinking water,2018,12.42707,100972188.5564,Basic service
who,Americas,total,Drinking water,2018,0.34192,3424846.93366,Limited service
who,Americas,rural,Drinking water,2018,1.24884,2362099.20518,Limited service
who,Americas,urban,Drinking water,2018,0.1308,1062747.75565,Limited service
who,Americas,total,Drinking water,2018,80.50224,806360043.28591,Safely managed service
who,Americas,rural,Drinking water,2018,53.11045,100454892.51729,Safely managed service
who,Americas,urban,Drinking water,2018,86.87869,705905152.30628,Safely managed service
who,Americas,total,Drinking water,2018,0.65398,6550630.31055,Surface water
who,Americas,rural,Drinking water,2018,3.38429,6401157.28236,Surface water
who,Americas,urban,Drinking water,2018,0.0184,149473.09944,Surface water
who,Americas,total,Drinking water,2018,1.12603,11279043.98504,Unimproved
who,Americas,rural,Drinking water,2018,3.62179,6850374.58055,Unimproved
who,Americas,urban,Drinking water,2018,0.54505,4428650.85741,Unimproved
who,Americas,total,Drinking water,2019,17.45057,176244679.39475,Basic service
who,Americas,rural,Drinking water,2019,38.53192,72616288.49754,Basic service
who,Americas,urban,Drinking water,2019,12.61442,103628393.281,Basic service
who,Americas,total,Drinking water,2019,0.33475,3380839.84165,Limited service
who,Americas,rural,Drinking water,2019,1.21791,2295244.85925,Limited service
who,Americas,urban,Drinking water,2019,0.13215,1085595.01631,Limited service
who,Americas,total,Drinking water,2019,80.59425,813973674.18412,Safely managed service
who,Americas,rural,Drinking water,2019,53.86158,101506177.36966,Safely managed service
who,Americas,urban,Drinking water,2019,86.72684,712467510.80638,Safely managed service
who,Americas,total,Drinking water,2019,0.59542,6013569.44069,Surface water
who,Americas,rural,Drinking water,2019,3.11621,5872734.0543,Surface water
who,Americas,urban,Drinking water,2019,0.01714,140835.42506,Surface water
who,Americas,total,Drinking water,2019,1.02501,10352217.13778,Unimproved
who,Americas,rural,Drinking water,2019,3.27237,6167027.29725,Unimproved
who,Americas,urban,Drinking water,2019,0.50945,4185161.22007,Unimproved
who,Americas,total,Drinking water,2020,17.53307,178510499.11464,Basic service
who,Americas,rural,Drinking water,2020,38.65953,72558883.82317,Basic service
who,Americas,urban,Drinking water,2020,12.75835,105951616.1211,Basic service
who,Americas,total,Drinking water,2020,0.28208,2871994.08204,Limited service
who,Americas,rural,Drinking water,2020,0.94231,1768601.9347,Limited service
who,Americas,urban,Drinking water,2020,0.13287,1103392.1464,Limited service
who,Americas,total,Drinking water,2020,80.70283,821664679.77395,Safely managed service
who,Americas,rural,Drinking water,2020,54.61279,102501066.54937,Safely managed service
who,Americas,urban,Drinking water,2020,86.59935,719163622.82918,Safely managed service
who,Americas,total,Drinking water,2020,0.54517,5550531.3046,Surface water
who,Americas,rural,Drinking water,2020,2.8869,5418337.34798,Surface water
who,Americas,urban,Drinking water,2020,0.01592,132193.90341,Surface water
who,Americas,total,Drinking water,2020,0.93685,9538430.72476,Unimproved
who,Americas,rural,Drinking water,2020,2.89846,5440035.08598,Unimproved
who,Americas,urban,Drinking water,2020,0.49351,4098381.3139,Unimproved
who,Eastern Mediterranean,total,Drinking water,2000,27.41885,130836739.46781,Basic service
who,Eastern Mediterranean,rural,Drinking water,2000,32.18375,81598978.63794,Basic service
who,Eastern Mediterranean,urban,Drinking water,2000,22.01681,49237759.15677,Basic service
who,Eastern Mediterranean,total,Drinking water,2000,4.20165,20049333.10301,Limited service
who,Eastern Mediterranean,rural,Drinking water,2000,5.64619,14315400.28297,Limited service
who,Eastern Mediterranean,urban,Drinking water,2000,2.56394,5733932.58303,Limited service
who,Eastern Mediterranean,total,Drinking water,2000,53.38114,254723145.96151,Safely managed service
who,Eastern Mediterranean,rural,Drinking water,2000,37.95569,96233222.31397,Safely managed service
who,Eastern Mediterranean,urban,Drinking water,2000,70.86922,158489919.7195,Safely managed service
who,Eastern Mediterranean,total,Drinking water,2000,4.56365,21776731.94987,Surface water
who,Eastern Mediterranean,rural,Drinking water,2000,8.02703,20351811.30816,Surface water
who,Eastern Mediterranean,urban,Drinking water,2000,0.63716,1424920.4356,Surface water
who,Eastern Mediterranean,total,Drinking water,2000,10.43471,49792176.5178,Unimproved
who,Eastern Mediterranean,rural,Drinking water,2000,16.18734,41041549.86496,Unimproved
who,Eastern Mediterranean,urban,Drinking water,2000,3.91287,8750629.5351,Unimproved
who,Eastern Mediterranean,total,Drinking water,2001,27.56863,134553903.73401,Basic service
who,Eastern Mediterranean,rural,Drinking water,2001,32.42176,83741117.25367,Basic service
who,Eastern Mediterranean,urban,Drinking water,2001,22.11346,50812788.193,Basic service
who,Eastern Mediterranean,total,Drinking water,2001,4.24071,20697607.60184,Limited service
who,Eastern Mediterranean,rural,Drinking water,2001,5.7205,14775291.691,Limited service
who,Eastern Mediterranean,urban,Drinking water,2001,2.57736,5922316.19972,Limited service
who,Eastern Mediterranean,total,Drinking water,2001,53.44604,260853517.77354,Safely managed service
who,Eastern Mediterranean,rural,Drinking water,2001,37.98933,98121438.73298,Safely managed service
who,Eastern Mediterranean,urban,Drinking water,2001,70.82015,162732081.48935,Safely managed service
who,Eastern Mediterranean,total,Drinking water,2001,4.49893,21957901.9774,Surface water
who,Eastern Mediterranean,rural,Drinking water,2001,7.94013,20508317.34195,Surface water
who,Eastern Mediterranean,urban,Drinking water,2001,0.63085,1449585.00762,Surface water
who,Eastern Mediterranean,total,Drinking water,2001,10.24569,50006033.9137,Unimproved
who,Eastern Mediterranean,rural,Drinking water,2001,15.92828,41140645.69296,Unimproved
who,Eastern Mediterranean,urban,Drinking water,2001,3.85817,8865390.14031,Unimproved
who,Eastern Mediterranean,total,Drinking water,2002,27.78955,138726125.841,Basic service
who,Eastern Mediterranean,rural,Drinking water,2002,32.75379,86187174.56775,Basic service
who,Eastern Mediterranean,urban,Drinking water,2002,22.25604,52538954.83939,Basic service
who,Eastern Mediterranean,total,Drinking water,2002,4.27856,21358673.31154,Limited service
who,Eastern Mediterranean,rural,Drinking water,2002,5.79283,15243059.44534,Limited service
who,Eastern Mediterranean,urban,Drinking water,2002,2.59064,6115614.45489,Limited service
who,Eastern Mediterranean,total,Drinking water,2002,53.52502,267198293.66888,Safely managed service
who,Eastern Mediterranean,rural,Drinking water,2002,38.05529,100137371.9663,Safely managed service
who,Eastern Mediterranean,urban,Drinking water,2002,70.76872,167060927.25904,Safely managed service
who,Eastern Mediterranean,total,Drinking water,2002,4.40094,21969606.72983,Surface water
who,Eastern Mediterranean,rural,Drinking water,2002,7.79807,20519566.26551,Surface water
who,Eastern Mediterranean,urban,Drinking water,2002,0.61425,1450041.16583,Surface water
who,Eastern Mediterranean,total,Drinking water,2002,10.00593,49949870.44875,Unimproved
who,Eastern Mediterranean,rural,Drinking water,2002,15.60001,41049333.4921,Unimproved
who,Eastern Mediterranean,urban,Drinking water,2002,3.77036,8900530.36085,Unimproved
who,Eastern Mediterranean,total,Drinking water,2003,28.01684,143052148.99356,Basic service
who,Eastern Mediterranean,rural,Drinking water,2003,33.10336,88721347.63313,Basic service
who,Eastern Mediterranean,urban,Drinking water,2003,22.39704,54330804.10324,Basic service
who,Eastern Mediterranean,total,Drinking water,2003,4.33779,22148483.55567,Limited service
who,Eastern Mediterranean,rural,Drinking water,2003,5.90395,15823371.21992,Limited service
who,Eastern Mediterranean,urban,Drinking water,2003,2.60743,6325112.82534,Limited service
who,Eastern Mediterranean,total,Drinking water,2003,53.64566,273911206.32749,Safely managed service
who,Eastern Mediterranean,rural,Drinking water,2003,38.17961,102326368.61904,Safely managed service
who,Eastern Mediterranean,urban,Drinking water,2003,70.73321,171584840.86482,Safely managed service
who,Eastern Mediterranean,total,Drinking water,2003,4.29353,21922489.40732,Surface water
who,Eastern Mediterranean,rural,Drinking water,2003,7.6403,20477005.49343,Surface water
who,Eastern Mediterranean,urban,Drinking water,2003,0.59588,1445484.54781,Surface water
who,Eastern Mediterranean,total,Drinking water,2003,9.70618,49559113.71544,Unimproved
who,Eastern Mediterranean,rural,Drinking water,2003,15.17278,40665044.61248,Unimproved
who,Eastern Mediterranean,urban,Drinking water,2003,3.66644,8894064.51878,Unimproved
who,Eastern Mediterranean,total,Drinking water,2004,28.24073,147485963.36639,Basic service
who,Eastern Mediterranean,rural,Drinking water,2004,33.45983,91305161.24737,Basic service
who,Eastern Mediterranean,urban,Drinking water,2004,22.52948,56180801.53668,Basic service
who,Eastern Mediterranean,total,Drinking water,2004,4.39754,22965944.68615,Limited service
who,Eastern Mediterranean,rural,Drinking water,2004,6.01797,16421832.02123,Limited service
who,Eastern Mediterranean,urban,Drinking water,2004,2.6243,6544112.65453,Limited service
who,Eastern Mediterranean,total,Drinking water,2004,53.78524,280891031.44731,Safely managed service
who,Eastern Mediterranean,rural,Drinking water,2004,38.3158,104556101.50883,Safely managed service
who,Eastern Mediterranean,urban,Drinking water,2004,70.71339,176334926.30231,Safely managed service
who,Eastern Mediterranean,total,Drinking water,2004,4.17904,21824873.72576,Surface water
who,Eastern Mediterranean,rural,Drinking water,2004,7.47046,20385370.69974,Surface water
who,Eastern Mediterranean,urban,Drinking water,2004,0.57727,1439503.19001,Surface water
who,Eastern Mediterranean,total,Drinking water,2004,9.39745,49077770.77439,Unimproved
who,Eastern Mediterranean,rural,Drinking water,2004,14.73594,40211425.82882,Unimproved
who,Eastern Mediterranean,urban,Drinking water,2004,3.55556,8866346.41647,Unimproved
who,Eastern Mediterranean,total,Drinking water,2005,28.50827,152279330.1103,Basic service
who,Eastern Mediterranean,rural,Drinking water,2005,33.86791,94011232.10591,Basic service
who,Eastern Mediterranean,urban,Drinking water,2005,22.70985,58268099.1973,Basic service
who,Eastern Mediterranean,total,Drinking water,2005,4.57288,24426423.08704,Limited service
who,Eastern Mediterranean,rural,Drinking water,2005,6.1892,17180109.62707,Limited service
who,Eastern Mediterranean,urban,Drinking water,2005,2.82423,7246313.67636,Limited service
who,Eastern Mediterranean,total,Drinking water,2005,53.91364,287984245.37624,Safely managed service
who,Eastern Mediterranean,rural,Drinking water,2005,38.54874,107004391.18555,Safely managed service
who,Eastern Mediterranean,urban,Drinking water,2005,70.53645,180979855.59651,Safely managed service
who,Eastern Mediterranean,total,Drinking water,2005,4.03359,21545774.81917,Surface water
who,Eastern Mediterranean,rural,Drinking water,2005,7.25636,20142358.65482,Surface water
who,Eastern Mediterranean,urban,Drinking water,2005,0.54698,1403416.41543,Surface water
who,Eastern Mediterranean,total,Drinking water,2005,8.97162,47922638.60725,Unimproved
who,Eastern Mediterranean,rural,Drinking water,2005,14.13779,39243961.72792,Unimproved
who,Eastern Mediterranean,urban,Drinking water,2005,3.38249,8678677.38439,Unimproved
who,Eastern Mediterranean,total,Drinking water,2006,28.84252,157578234.48531,Basic service
who,Eastern Mediterranean,rural,Drinking water,2006,34.29434,96781445.67152,Basic service
who,Eastern Mediterranean,urban,Drinking water,2006,23.0176,60796788.16381,Basic service
who,Eastern Mediterranean,total,Drinking water,2006,4.6769,25551777.89843,Limited service
who,Eastern Mediterranean,rural,Drinking water,2006,6.36003,17948528.49564,Limited service
who,Eastern Mediterranean,urban,Drinking water,2006,2.87858,7603249.30237,Limited service
who,Eastern Mediterranean,total,Drinking water,2006,54.07033,295407830.06491,Safely managed service
who,Eastern Mediterranean,rural,Drinking water,2006,38.79712,109488645.77414,Safely managed service
who,Eastern Mediterranean,urban,Drinking water,2006,70.3888,185919182.92026,Safely managed service
who,Eastern Mediterranean,total,Drinking water,2006,3.87858,21190217.54813,Surface water
who,Eastern Mediterranean,rural,Drinking water,2006,7.0272,19831321.93925,Surface water
who,Eastern Mediterranean,urban,Drinking water,2006,0.51448,1358895.53599,Surface water
who,Eastern Mediterranean,total,Drinking water,2006,8.53166,46611894.00268,Unimproved
who,Eastern Mediterranean,rural,Drinking water,2006,13.52131,38158239.86374,Unimproved
who,Eastern Mediterranean,urban,Drinking water,2006,3.20054,8453652.79757,Unimproved
who,Eastern Mediterranean,total,Drinking water,2007,29.18675,163091710.64587,Basic service
who,Eastern Mediterranean,rural,Drinking water,2007,34.70265,99687053.47208,Basic service
who,Eastern Mediterranean,urban,Drinking water,2007,23.35122,63404656.64411,Basic service
who,Eastern Mediterranean,total,Drinking water,2007,4.76384,26619689.27982,Limited service
who,Eastern Mediterranean,rural,Drinking water,2007,6.5205,18730819.23409,Limited service
who,Eastern Mediterranean,urban,Drinking water,2007,2.90538,7888870.05042,Limited service
who,Eastern Mediterranean,total,Drinking water,2007,54.21371,302939006.26444,Safely managed service
who,Eastern Mediterranean,rural,Drinking water,2007,39.03638,112136151.90186,Safely managed service
who,Eastern Mediterranean,urban,Drinking water,2007,70.27054,190802850.67786,Safely managed service
who,Eastern Mediterranean,total,Drinking water,2007,3.73408,20865518.71905,Surface water
who,Eastern Mediterranean,rural,Drinking water,2007,6.81187,19567823.46134,Surface water
who,Eastern Mediterranean,urban,Drinking water,2007,0.47793,1297695.4418,Surface water
who,Eastern Mediterranean,total,Drinking water,2007,8.10163,45270818.99082,Unimproved
who,Eastern Mediterranean,rural,Drinking water,2007,12.92861,37138802.83663,Unimproved
who,Eastern Mediterranean,urban,Drinking water,2007,2.99493,8132017.29581,Unimproved
who,Eastern Mediterranean,total,Drinking water,2008,29.53868,168804263.46637,Basic service
who,Eastern Mediterranean,rural,Drinking water,2008,35.17094,102656843.45729,Basic service
who,Eastern Mediterranean,urban,Drinking water,2008,23.65883,66147421.49892,Basic service
who,Eastern Mediterranean,total,Drinking water,2008,4.84607,27693746.45412,Limited service
who,Eastern Mediterranean,rural,Drinking water,2008,6.66143,19443363.66914,Limited service
who,Eastern Mediterranean,urban,Drinking water,2008,2.9509,8250383.05878,Limited service
who,Eastern Mediterranean,total,Drinking water,2008,54.39645,310858575.18342,Safely managed service
who,Eastern Mediterranean,rural,Drinking water,2008,39.32335,114776906.06454,Safely managed service
who,Eastern Mediterranean,urban,Drinking water,2008,70.13218,196081671.02292,Safely managed service
who,Eastern Mediterranean,total,Drinking water,2008,3.56707,20384683.09591,Surface water
who,Eastern Mediterranean,rural,Drinking water,2008,6.55793,19141270.85004,Surface water
who,Eastern Mediterranean,urban,Drinking water,2008,0.44473,1243412.50217,Surface water
