Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
who,Americas,urban,Sanitation,2000,1.98892,12654496.09096,Open defecation
who,Americas,total,Sanitation,2000,37.80801,313424165.22767,Safely managed service
who,Americas,urban,Sanitation,2000,45.87409,291873618.33677,Safely managed service
who,Americas,total,Sanitation,2000,6.95375,57645803.47273,Unimproved
who,Americas,rural,Sanitation,2000,12.73158,24538768.84355,Unimproved
who,Americas,urban,Sanitation,2000,5.20347,33107050.95698,Unimproved
who,Americas,rural,Sanitation,2001,66.29099,127747075.11356,At least basic
who,Americas,total,Sanitation,2001,46.08502,386902290.10774,Basic service
who,Americas,urban,Sanitation,2001,43.41423,280817852.258,Basic service
who,Americas,total,Sanitation,2001,3.26965,27450056.57008,Limited service
who,Americas,rural,Sanitation,2001,2.40496,4634517.07243,Limited service
who,Americas,urban,Sanitation,2001,3.52727,22815539.84761,Limited service
who,Americas,total,Sanitation,2001,5.76199,48374210.75273,Open defecation
who,Americas,rural,Sanitation,2001,18.69944,36035051.87205,Open defecation
who,Americas,urban,Sanitation,2001,1.90762,12339159.35022,Open defecation
who,Americas,total,Sanitation,2001,38.09712,319840601.992,Safely managed service
who,Americas,urban,Sanitation,2001,46.09809,298177967.94861,Safely managed service
who,Americas,total,Sanitation,2001,6.78622,56973039.57829,Unimproved
who,Americas,rural,Sanitation,2001,12.6046,24289885.17677,Unimproved
who,Americas,urban,Sanitation,2001,5.05279,32683151.77456,Unimproved
who,Americas,rural,Sanitation,2002,67.11817,129387508.05756,At least basic
who,Americas,total,Sanitation,2002,46.26613,393138275.97375,Basic service
who,Americas,urban,Sanitation,2002,43.46563,285550308.58364,Basic service
who,Americas,total,Sanitation,2002,3.2635,27731013.44361,Limited service
who,Americas,rural,Sanitation,2002,2.48468,4789856.77261,Limited service
who,Americas,urban,Sanitation,2002,3.49204,22941156.4004,Limited service
who,Americas,total,Sanitation,2002,5.47642,46534912.88934,Open defecation
who,Americas,rural,Sanitation,2002,17.91747,34540518.05014,Open defecation
who,Americas,urban,Sanitation,2002,1.82575,11994394.85613,Open defecation
who,Americas,total,Sanitation,2002,38.37362,326073070.17737,Safely managed service
who,Americas,urban,Sanitation,2002,46.31562,304273529.57135,Safely managed service
who,Americas,total,Sanitation,2002,6.62032,56254994.51593,Unimproved
who,Americas,rural,Sanitation,2002,12.47969,24057798.39935,Unimproved
who,Americas,urban,Sanitation,2002,4.90096,32197200.62849,Unimproved
who,Americas,rural,Sanitation,2003,67.94456,130985781.94686,At least basic
